 V1001216  S.F.Mughabghab  2006  27-CO-60-M  --  RECOM 2.53E-02  NAN 2.04E+01 8.00E-01



27-Co-60 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.00E+00 (+/-  2.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     2.00E+00 (+/-  2.00E-01)
# EXFOR MXW/SPA data mean
#     6.00E+00 (+/-  1.40E+00)
# ------ EXFOR data ------
  dataset firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 12596002   C.H.Hogg+  1966  27-CO-61  --  -- 2.53E-02  NAN 2.00E+00 2.00E-01
# ------ MXW/SPA data ------
  dataset firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11750003    F.Brown+  1953  27-CO-61  SPA  -- 2.53E-02  NAN 6.00E+00 1.40E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001218  S.F.Mughabghab  2006  27-CO-61  --  RECOM 2.53E-02  NAN 2.00E+00 2.00E-01



27-Co-60-M (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     5.80E+01 (+/-  8.00E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     5.80E+01 (+/-  8.00E+00)
# EXFOR MXW/SPA data mean
#     9.50E+01 (+/-  4.50E+01)
# ------ EXFOR data ------
  dataset firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 12596004   C.H.Hogg+  1966  27-CO-61  --  -- 2.53E-02  NAN 5.80E+01 8.00E+00
# ------ MXW/SPA data ------
  dataset firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11750002    F.Brown+  1953  27-CO-61  SPA  -- 2.53E-02  NAN 9.50E+01 4.50E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001220  S.F.Mughabghab  2006  27-CO-61  --  RECOM 2.53E-02  NAN 5.80E+01 8.00E+00



28-Ni-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset      firstauthor  year sf4 sf8 sf9       en  den    ydata   yddata
 20638013  R.B.Tattersall+  1960  --  --  -- 2.53E-02  NAN 4.60E+00 1.00E-01
 20658010       J.C.Carre+  1966  --  --  -- 2.53E-02  NAN 4.60E+00 1.00E-01
# ------ MXW/SPA data ------
  dataset     firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 12616012      J.Coltman+  1946  --  MXW  -- 2.53E-02  NAN 5.60E+00 5.00E-01
 11047022     H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 4.50E+00 2.25E-01
 41648008  Yu.A.Prokhorov  1956  --  MXW  -- 2.53E-02  NAN 4.50E+00 1.00E-01
 11528014     S.P.Harris+  1950  --  SPA  -- 2.53E-02  NAN 4.37E+00      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 10501016      S.S.Malik+  1970  --  --  DERIV 2.53E-02  NAN 4.27E+00 1.60E-01
 V1001222  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 4.49E+00 1.60E-01



28-Ni-58 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     4.39E+00 (+/-  1.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     4.52E+00 (+/-  1.00E-01)
# EXFOR MXW/SPA data mean
#     4.31E+00 (+/-  1.95E-01)
# ------ EXFOR data ------
  dataset     firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 30926004  A.W.Carbonari+  1988  28-NI-59  --  -- 2.53E-02  NAN 4.52E+00 1.00E-01
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11507026   H.Pomerance  1952  28-NI-59  MXW  -- 2.53E-02  NAN 4.20E+00 3.36E-01
 10676002  A.F.M.Ishaq+  1977  28-NI-59  MXW  -- 2.53E-02  NAN 4.50E+00      NAN
 31489016  L.Venturini+  1997  28-NI-59  MXW  -- 2.50E-02  NAN 4.40E+00 2.00E-01
 13947007      S.Raman+  2004  28-NI-59  MXW  -- 2.53E-02  NAN 4.13E+00 5.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 23210003        P.Zugec+  2014  28-NI-59  --  DERIV 2.53E-02  NAN 4.38E+00 1.39E-01
 V1001223  S.F.Mughabghab  2006  28-NI-59  --  RECOM 2.53E-02  NAN 4.37E+00 1.00E-01



28-Ni-59 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     7.37E+01  (+/-  1.80E+00)
# EXFOR data mean
#     7.80E+01 (+/-  8.00E+00)
# EXFOR MXW/SPA data mean
#     5.92E+01 (+/-  4.60E+00)
# ------ EXFOR data ------
  dataset  firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 10680006  J.A.Harvey+  1976  28-NI-60  --  -- 2.53E-02  NAN 7.80E+01 8.00E+00
# ------ MXW/SPA data ------
  dataset firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 13013002  E.T.Jurney  1975  28-NI-60  MXW  -- 2.53E-02  NAN 5.30E+01 4.00E+00
 13013003  E.T.Jurney  1975  28-NI-60  MXW  -- 2.53E-02  NAN 5.10E+01 8.00E+00
 13947006    S.Raman+  2004  28-NI-60  MXW  -- 2.53E-02  NAN 7.37E+01 1.80E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001226  S.F.Mughabghab  2006  28-NI-60  --  RECOM 2.53E-02  NAN 7.77E+01 4.10E+00



28-Ni-60 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.45E+00 (+/-  6.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     2.58E+00 (+/-  1.14E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11507027   H.Pomerance  1952  28-NI-61  MXW  -- 2.53E-02  NAN 2.54E+00 2.03E-01
 10676003  A.F.M.Ishaq+  1977  28-NI-61  MXW  -- 2.53E-02  NAN 2.90E+00      NAN
 31489017  L.Venturini+  1997  28-NI-61  MXW  -- 2.50E-02  NAN 2.55E+00 9.00E-02
 13947005      S.Raman+  2004  28-NI-61  MXW  -- 2.53E-02  NAN 2.34E+00 5.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001228  S.F.Mughabghab  2006  28-NI-61  --  RECOM 2.53E-02  NAN 2.50E+00 6.00E-02



28-Ni-61 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.10E+00 (+/-  4.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     2.80E+00 (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.95E+00 (+/-  9.50E-01)
# ------ EXFOR data ------
  dataset    firstauthor  year       sf4 sf8 sf9       en  den    ydata  yddata
 41262002  E.Doil'nitsyn  1965  28-NI-62  --  -- 2.50E-02  NAN 2.80E+00     NAN
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11507028   H.Pomerance  1952  28-NI-62  MXW  -- 2.53E-02  NAN 1.90E+00 9.50E-01
 23372006  W.Michaelis+  1969  28-NI-62  SPA  -- 2.53E-02  NAN 2.00E+00      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001230  S.F.Mughabghab  2006  28-NI-62  --  RECOM 2.53E-02  NAN 2.10E+00 4.00E-01



28-Ni-62 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.49E+01 (+/-  3.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     1.41E+01 (+/-  6.30E-01)
# EXFOR MXW/SPA data mean
#     1.55E+01 (+/-  1.07E+00)
# ------ EXFOR data ------
  dataset           firstauthor  year       sf4 sf8 sf9       en      den    ydata   yddata
 41262004         E.Doil'nitsyn  1965  28-NI-63  --  -- 2.50E-02      NAN 1.40E+01      NAN
 10608007           G.H.E.Sims+  1970  28-NI-63  --  -- 2.53E-02      NAN 1.42E+01 3.00E-01
 14164002  A.M.Alpizar-vicente+  2008  28-NI-63  --  -- 2.53E-02 2.33E-04 1.42E+01 9.61E-01
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11507029   H.Pomerance  1952  28-NI-63  MXW  -- 2.53E-02  NAN 1.46E+01 2.19E+00
 10608006   G.H.E.Sims+  1970  28-NI-63  MXW  -- 2.53E-02  NAN 1.42E+01 3.00E-01
 10676004  A.F.M.Ishaq+  1977  28-NI-63  MXW  -- 2.53E-02  NAN 1.42E+01      NAN
 31489018  L.Venturini+  1997  28-NI-63  MXW  -- 2.50E-02  NAN 1.55E+01 7.00E-01
 12620002   C.Mcmullen+  1956  28-NI-63  SPA  -- 2.53E-02  NAN 2.10E+01 2.00E+00
 12619002   D.Horrocks+  1962  28-NI-63  SPA  -- 2.53E-02  NAN 1.40E+01 1.00E+00
 20301006    H.Ishikawa  1973  28-NI-63  SPA  -- 2.53E-02  NAN 1.59E+01 5.20E-01
 20660002    H.Michael+  1974  28-NI-63  SPA  -- 2.53E-02  NAN 1.48E+01 8.00E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001232  S.F.Mughabghab  2006  28-NI-63  --  RECOM 2.53E-02  NAN 1.49E+01 3.00E-01



28-Ni-63 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.44E+01 (+/-  3.00E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     2.00E+01 (+/-  5.00E+00)
# EXFOR MXW/SPA data mean
#     2.44E+01 (+/-  3.03E+00)
# ------ EXFOR data ------
  dataset firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 22262004   A.Harder+  1992  28-NI-64  --  -- 2.53E-02  NAN 2.00E+01 5.00E+00
# ------ MXW/SPA data ------
  dataset  firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 10626002  I.L.Barnes+  1971  28-NI-64  SPA  -- 2.53E-02  NAN 2.30E+01 3.07E+00
 20660003   H.Michael+  1974  28-NI-64  SPA  -- 2.53E-02  NAN 2.57E+01 3.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001234  S.F.Mughabghab  2006  28-NI-64  --  RECOM 2.53E-02  NAN 2.44E+01 3.00E+00



28-Ni-64 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     1.63E+00  (+/-  4.00E-02)
# EXFOR data mean
#     1.67E+00 (+/-  2.32E-02)
# EXFOR MXW/SPA data mean
#     1.57E+00 (+/-  1.17E-01)
# ------ EXFOR data ------
  dataset        firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 41262006      E.Doil'nitsyn  1965  28-NI-65  --  -- 2.50E-02  NAN 2.10E+00      NAN
 20789014          T.B.Ryves  1970  28-NI-65  --  -- 2.53E-02  NAN 1.49E+00 2.28E-02
 23488017        F.De corte+  1988  28-NI-65  --  -- 2.53E-02  NAN 1.67E+00 3.67E-02
 23266050  F.Farina arbocco+  2013  28-NI-65  --  -- 2.53E-02  NAN 1.62E+00 1.00E-02
 23266051  F.Farina arbocco+  2013  28-NI-65  --  -- 2.53E-02  NAN 1.61E+00      NAN
 23266051  F.Farina arbocco+  2013  28-NI-65  --  -- 2.53E-02  NAN 1.60E+00      NAN
 23266051  F.Farina arbocco+  2013  28-NI-65  --  -- 2.53E-02  NAN 1.62E+00      NAN
# ------ MXW/SPA data ------
  dataset        firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11447027           L.Seren+  1947  28-NI-65  MXW  -- 2.53E-02  NAN 1.96E+00 3.92E-01
 10644021          G.Gleason  1975  28-NI-65  MXW  -- 2.53E-02  NAN 1.49E+00 7.00E-02
 20625016      E.M.Gryntakis  1976  28-NI-65  MXW  -- 2.53E-02  NAN 1.58E+00 4.00E-02
 10676005       A.F.M.Ishaq+  1977  28-NI-65  MXW  -- 2.53E-02  NAN 1.63E+00      NAN
 31489019       L.Venturini+  1997  28-NI-65  MXW  -- 2.50E-02  NAN 1.60E+00 1.00E-01
 11625004           W.S.Lyon  1960  28-NI-65  SPA  -- 2.53E-02  NAN 1.45E+00 1.45E-01
 12632002          J.F.Emery  1968  28-NI-65  SPA  -- 2.53E-02  NAN 1.35E+00 1.00E-01
 12866028           R.E.Heft  1978  28-NI-65  SPA  -- 2.50E-02  NAN 1.49E+00 2.00E-02
 33039002  B.S.Shivashankar+  2012  28-NI-65  SPA  -- 2.53E-02  NAN 1.59E+00 6.56E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001235  S.F.Mughabghab  2006  28-NI-65  --  RECOM 2.53E-02  NAN 1.64E+00 4.00E-02



28-Ni-65 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.24E+01 (+/-  2.00E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     3.24E+01 (+/-  3.13E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11758002  J.J.Pinajian  1969  28-NI-66  MXW  -- 2.53E-02  NAN 6.50E+01 5.00E+00
 12601003    V.Serment+  1970  28-NI-66  MXW  -- 2.53E-02  NAN 2.43E+01      NAN
 20992002     T.Sekine+  1978  28-NI-66  MXW  -- 2.53E-02  NAN 2.04E+01 2.40E+00
 11772002  R.P.Schuman+  1958  28-NI-66  SPA  -- 2.53E-02  NAN 2.00E+01 2.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001237  S.F.Mughabghab  2006  28-NI-66  --  RECOM 2.53E-02  NAN 2.24E+01 2.00E+00



29-Cu-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset       firstauthor  year sf4 sf8 sf9       en  den    ydata   yddata
 20638015   R.B.Tattersall+  1960  --  --  -- 2.53E-02  NAN 4.00E+00 1.00E-01
 30073005    AL.Stefanescu+  1961  --  --  -- 2.53E-02  NAN 4.14E+00 1.00E-01
 20658012        J.C.Carre+  1966  --  --  -- 2.53E-02  NAN 3.74E+00 4.00E-02
 30362003  F.Kropff moreno+  1977  --  --  -- 2.53E-02  NAN 3.81E+00 6.00E-02
# ------ MXW/SPA data ------
  dataset     firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 12616013      J.Coltman+  1946  --  MXW  -- 2.53E-02  NAN 3.40E+00 3.00E-01
 11047023     H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 3.57E+00 1.78E-01
 41648009  Yu.A.Prokhorov  1956  --  MXW  -- 2.53E-02  NAN 3.80E+00 1.00E-01
 11777002        J.W.Wade  1957  --  MXW  -- 2.53E-02  NAN 3.79E+00 1.20E-01
 11779002    D.J.Donahue+  1960  --  MXW  -- 2.53E-02  NAN 3.79E+00 4.00E-02
 31100004       J.Bouzyk+  1963  --  MXW  -- 2.53E-02  NAN 3.62E+00 1.20E-01
 30289002     V.Markovic+  1971  --  MXW  -- 2.53E-02  NAN 3.85E+00 5.00E-02
 11528015     S.P.Harris+  1950  --  SPA  -- 2.53E-02  NAN 3.71E+00      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 10501013      S.S.Malik+  1970  --  --  DERIV 2.53E-02  NAN 3.68E+00 1.50E-01
 21017011      A.Steyerl+  1972  --  --  DERIV 2.53E-02  NAN 3.77E+00 1.20E-01
 20965008         W.Dilg+  1974  --  --  DERIV 2.53E-02  NAN 3.77E+00 2.50E-02
 V1001238  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 3.78E+00 2.00E-02



29-Cu-63 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     4.50E+00  (+/-  2.00E-02)
# EXFOR data mean
#     5.11E+00 (+/-  1.33E-01)
# EXFOR MXW/SPA data mean
#     4.18E+00 (+/-  3.39E-01)
# ------ EXFOR data ------
  dataset        firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 20185002      B.Pinoncelli+  1967  29-CU-64  --  -- 2.53E-02  NAN 4.03E+00 1.70E-01
 20789016          T.B.Ryves  1970  29-CU-64  --  -- 2.53E-02  NAN 4.40E+00 1.77E-01
 20561002         T.B.Ryves+  1974  29-CU-64  --  -- 2.53E-02  NAN 4.40E+00 2.00E-01
 10662002          G.Gleason  1977  29-CU-64  --  -- 2.53E-02  NAN 4.45E+00 5.00E-02
 23488018        F.De corte+  1988  29-CU-64  --  -- 2.53E-02  NAN 4.28E+00 1.84E-01
 22234004          I.Celenk+  1991  29-CU-64  --  -- 2.53E-02  NAN 1.12E+01      NAN
 23266054  F.Farina arbocco+  2013  29-CU-64  --  -- 2.53E-02  NAN 4.52E+00 2.00E-02
 23266055  F.Farina arbocco+  2013  29-CU-64  --  -- 2.53E-02  NAN 4.17E+00      NAN
 23266055  F.Farina arbocco+  2013  29-CU-64  --  -- 2.53E-02  NAN 4.52E+00      NAN
# ------ MXW/SPA data ------
  dataset  firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11447028     L.Seren+  1947  29-CU-64  MXW  -- 2.53E-02  NAN 2.82E+00 5.64E-01
 11507030  H.Pomerance  1952  29-CU-64  MXW  -- 2.53E-02  NAN 4.30E+00 3.44E-01
 21351003    H.Meister  1958  29-CU-64  MXW  -- 2.53E-02  NAN 4.44E+00 2.60E-01
 11625005     W.S.Lyon  1960  29-CU-64  SPA  -- 2.53E-02  NAN 4.66E+00 4.66E-01
 12866030     R.E.Heft  1978  29-CU-64  SPA  -- 2.50E-02  NAN 4.68E+00 6.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 20965009         W.Dilg+  1974  29-CU-64  --  DERIV 2.53E-02  NAN 4.49E+00 4.00E-02
 V1001240  S.F.Mughabghab  2006  29-CU-64  --  RECOM 2.53E-02  NAN 4.50E+00 2.00E-02



29-Cu-64 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.70E+02 (+/-  1.70E+02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.18E+03 (+/-  1.04E+03)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset    firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 40743006  I.A.Kondurov+  1968  29-CU-65  MXW  -- 2.53E-02  NAN 2.10E+03 1.90E+03
 12982002     D.W.Kneff+  1985  29-CU-65  SPA  -- 2.53E-02  NAN 2.70E+02 1.70E+02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001242  S.F.Mughabghab  2006  29-CU-65  --  RECOM 2.53E-02  NAN 2.70E+02 1.70E+02



29-Cu-65 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     2.17E+00  (+/-  2.00E-02)
# EXFOR data mean
#     2.19E+00 (+/-  1.66E-01)
# EXFOR MXW/SPA data mean
#     2.04E+00 (+/-  2.01E-01)
# ------ EXFOR data ------
  dataset        firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 20789018          T.B.Ryves  1970  29-CU-66  --  -- 2.53E-02  NAN 2.17E+00 2.85E-02
 20561004         T.B.Ryves+  1974  29-CU-66  --  -- 2.53E-02  NAN 2.17E+00 3.00E-02
 23488019        F.De corte+  1988  29-CU-66  --  -- 2.53E-02  NAN 2.48E+00 5.95E-01
 23266058  F.Farina arbocco+  2013  29-CU-66  --  -- 2.53E-02  NAN 2.06E+00 1.00E-02
 23266059  F.Farina arbocco+  2013  29-CU-66  --  -- 2.53E-02  NAN 2.06E+00      NAN
# ------ MXW/SPA data ------
  dataset  firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11447029     L.Seren+  1947  29-CU-66  MXW  -- 2.53E-02  NAN 1.82E+00 3.64E-01
 11507031  H.Pomerance  1952  29-CU-66  MXW  -- 2.53E-02  NAN 2.11E+00 1.69E-01
 12866032     R.E.Heft  1978  29-CU-66  SPA  -- 2.50E-02  NAN 2.18E+00 7.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001243  S.F.Mughabghab  2006  29-CU-66  --  RECOM 2.53E-02  NAN 2.17E+00 3.00E-02



29-Cu-66 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.35E+02 (+/-  1.00E+01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.38E+02 (+/-  3.00E+01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 12601004    V.Serment+  1970  29-CU-67  MXW  -- 2.53E-02  NAN 1.45E+02      NAN
 12598002  T.O.Passell+  1958  29-CU-67  SPA  -- 2.53E-02  NAN 1.30E+02 3.00E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001245  S.F.Mughabghab  2006  29-CU-67  --  RECOM 2.53E-02  NAN 1.35E+02 1.00E+01



30-Zn-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset      firstauthor  year sf4 sf8 sf9       en  den    ydata   yddata
 20638017  R.B.Tattersall+  1960  --  --  -- 2.53E-02  NAN 1.09E+00 2.00E-02
 30547003        F.Kropff+  1981  --  --  -- 2.53E-02  NAN 1.10E+00 2.00E-02
 21980007       L.Koester+  1985  --  --  -- 2.53E-02  NAN 1.11E+00 2.00E-02
# ------ MXW/SPA data ------
  dataset  firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 12616014   J.Coltman+  1946  --  MXW  -- 2.53E-02  NAN 9.20E-01 6.00E-02
 11047024  H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 1.00E+00 5.00E-02
 30412006    J.Bouzyk+  1961  --  MXW  -- 2.53E-02  NAN 1.00E+00      NAN
 11528016  S.P.Harris+  1950  --  SPA  -- 2.53E-02  NAN 1.09E+00 5.45E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 V1001246  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 1.11E+00 2.00E-02



30-Zn-64 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     7.31E-01 (+/-  1.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     7.88E-01 (+/-  3.86E-02)
# EXFOR MXW/SPA data mean
#     6.99E-01 (+/-  3.37E-02)
# ------ EXFOR data ------
  dataset        firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 12602002          C.H.Hogg+  1970  30-ZN-65  --  -- 2.53E-02  NAN 7.50E-01 4.00E-02
 21980008         L.Koester+  1985  30-ZN-65  --  -- 2.53E-02  NAN 1.10E+00 1.00E-01
 23488020        F.De corte+  1988  30-ZN-65  --  -- 2.53E-02  NAN 7.26E-01 7.26E-03
 23266062  F.Farina arbocco+  2013  30-ZN-65  --  -- 2.53E-02  NAN 7.17E-01 7.00E-03
 23266063  F.Farina arbocco+  2013  30-ZN-65  --  -- 2.53E-02  NAN 7.17E-01      NAN
 23266063  F.Farina arbocco+  2013  30-ZN-65  --  -- 2.53E-02  NAN 7.17E-01      NAN
# ------ MXW/SPA data ------
  dataset  firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 11813002  G.H.E.Sims+  1967  30-ZN-65  MXW  -- 2.53E-02  NAN 8.21E-01 1.10E-02
 20656004     J.I.Kim+  1968  30-ZN-65  MXW  -- 2.53E-02  NAN 7.70E-01 3.00E-02
 10644023    G.Gleason  1975  30-ZN-65  MXW  -- 2.53E-02  NAN 7.15E-01 3.50E-02
 14468002    K.S.Krane  2017  30-ZN-65  MXW  -- 2.53E-02  NAN 7.00E-01 3.00E-02
 14468002    K.S.Krane  2017  30-ZN-65  MXW  -- 2.53E-02  NAN 6.90E-01 3.00E-02
 11447030     L.Seren+  1947  30-ZN-65  SPA  -- 2.53E-02  NAN 5.10E-01 1.02E-01
 11625006     W.S.Lyon  1960  30-ZN-65  SPA  -- 2.53E-02  NAN 4.60E-01 4.60E-02
 11813003  G.H.E.Sims+  1967  30-ZN-65  SPA  -- 2.53E-02  NAN 8.39E-01 1.10E-02
 12866034     R.E.Heft  1978  30-ZN-65  SPA  -- 2.50E-02  NAN 7.87E-01 8.00E-03
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001247  S.F.Mughabghab  2006  30-ZN-65  --  RECOM 2.53E-02  NAN 7.90E-01 2.00E-02



30-Zn-66 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     6.20E-01 (+/-  6.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     6.20E-01 (+/-  6.00E-02)
# EXFOR MXW/SPA data mean
#     9.67E-01 (+/-  2.00E-01)
# ------ EXFOR data ------
  dataset firstauthor  year       sf4 sf8 sf9       en  den    ydata   yddata
 21980009  L.Koester+  1985  30-ZN-67  --  -- 2.53E-02  NAN 6.20E-01 6.00E-02
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 40780002  L.N.Bystrov+  1967  30-ZN-67  MXW  -- 2.53E-02  NAN 1.20E+00      NAN
 20803004     H.Ottmar+  1971  30-ZN-67  MXW  -- 2.53E-02  NAN 8.50E-01 2.00E-01
 23372003  W.Michaelis+  1969  30-ZN-67  SPA  -- 2.53E-02  NAN 8.50E-01 2.00E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001250  S.F.Mughabghab  2006  30-ZN-67  --  RECOM 2.53E-02  NAN 6.20E-01 6.00E-02



30-Zn-67 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     7.50E+00 (+/-  1.00E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     7.12E+00 (+/-  1.40E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
